id_venda;cod_cliente;nom_cliente;cod_vendedor;nom_vendedor;cod_cidade;nom_cidade;cod_produto;Nom_produto;cod_marca;Nom_marca;cod_departamento;nom_departamento;cod_gerencia;nom_gerencia;Ano_venda;Mes_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota;Latitude;Longitude
144;1;João do Pulo;12;Marilia Cardoso;1;SSA;16;Perfume;11;PHILIPS;4;cosmético;2;papelaria/cosmético;2014;8;16;16/08/2014;1;135;255;-229;-43233333
145;6;Reginaldo Rossi;4;Daniela Matos;2;NY;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;2;papelaria/cosmético;2015;12;21;21/12/2015;2;875;21;33338611;44393889
146;6;Reginaldo Rossi;5;Maria Braga;1;SSA;20;Geladeira;12;ELETROLUX;3;Eletrodomestico;1;Tecnologia;2015;11;4;04/11/2015;1;350;140;13753979;100501444
147;4;Tom Jobim;7;João Oliveira;1;Salvador;15;Baton;10;BOTICARIO;4;cosmético;4;Casa e Decoração;2014;4;27;27/04/2014;2;98.5;1488;12983333;77583333
148;1;João do Pulo;9;Diego Santos;5;Budapeste;1;TV;3;DELL;4;Eletrodomestico;4;Casa e Decoração;2014;9;11;11/09/2014;2;25.15;71;-3345;-70666667
149;3;Renato Russo;11;Filipe Almeida;5;Budapeste;10;Papel A4;8;FABER CASTELL;2;Papelaria;3;Eletro Eletrônico;2015;2;14;14/02/2015;3;2.15;808;22569722;88369722
150;3;Renato Russo;1;Claudio Silva;2;NY;4;Monitor;4;IBM;6;Informática;1;Tecnologia;2015;8;15;15/08/2015;3;1300;225;43666667;-79416667
151;6;Reginaldo Rossi;10;Danilo Barreto;5;Budapeste;10;Papel A4;8;FABER CASTELL;1;Papelaria;4;Casa e Decoração;2014;8;23;23/08/2014;2;2.15;914;16783333;96166667
152;6;Reginaldo Rossi;7;João Oliveira;3;Roma;7;Celular 4Gb;5;SAMSUNG;6;Informática;3;Eletro Eletrônico;2014;9;16;16/09/2014;3;52.9;180;-33861481;151205475
153;2;Benito de Paula;1;Claudio Silva;2;NY;4;Monitor;4;IBM;4;Informática;4;Casa e Decoração;2015;2;16;16/02/2015;1;1300;959;13083333;80283333
154;5;Edson Arantes;8;Márcia Brito;1;Salvador;5;Computador;4;IBM;6;Informática;1;Tecnologia;2014;8;19;19/08/2014;2;2125.99;1059;30580125;114273405
155;5;Edson Arantes;1;Claudio Silva;3;Roma;3;Teclado;1;APPLE;4;Informática;1;Tecnologia;2014;11;5;05/11/2014;3;342.09;569;59894444;30264167
156;1;João do Pulo;1;Claudio Silva;4;Bagdá;2;Mouse;2;MICROSOFT;6;Informática;3;Eletro Eletrônico;2015;9;6;06/09/2015;1;25.9;1250;29562778;106552778
157;6;Reginaldo Rossi;9;Diego Santos;2;NY;18;Xbox ;12;ELETROLUX;6;Informática;4;Casa e Decoração;2014;11;15;15/11/2014;1;850;1094;34258333;108928611
158;3;Renato Russo;2;Márcio Barroso;4;Bagdá;14;Classificador;9;AVON;6;Papelaria;4;Casa e Decoração;2015;12;5;05/12/2015;2;25;1005;30666667;104066667
159;4;Tom Jobim;12;Marilia Cardoso;4;Bagdá;12;Borracha;7;TILIBRA;1;Papelaria;2;papelaria/cosmético;2015;3;25;25/03/2015;3;5.3;710;34052222;-118242778
160;3;Renato Russo;8;Márcia Brito;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;2;Informática;4;Casa e Decoração;2015;11;12;12/11/2015;1;52.9;136;31198056;29919167
161;1;João do Pulo;1;Claudio Silva;2;NY;22;Mesa;14;DA CASA;4;Eletrodomestico;4;Casa e Decoração;2015;3;17;17/03/2015;3;1600;1079;39142222;117176667
162;2;Benito de Paula;2;Márcio Barroso;2;NY;18;Xbox ;12;ELETROLUX;1;Informática;4;Casa e Decoração;2015;8;22;22/08/2015;2;850;1267;-37813938;144963425
163;2;Benito de Paula;2;Márcio Barroso;1;Salvador;14;Classificador;9;AVON;6;Papelaria;2;papelaria/cosmético;2015;9;24;24/09/2015;1;25;746;23033333;72616667
164;2;Benito de Paula;5;Maria Braga;3;Roma;3;Teclado;1;APPLE;6;Informática;3;Eletro Eletrônico;2014;4;28;28/04/2014;1;342.09;99;5309657;-4012656
165;3;Renato Russo;9;Diego Santos;5;Budapeste;1;TV;3;DELL;6;Eletrodomestico;1;Tecnologia;2014;11;27;27/11/2014;1;25.15;1192;11994354;8513807
166;5;Edson Arantes;9;Diego Santos;3;Roma;8;Telefone Sem Fio;5;SAMSUNG;5;Eletrodomestico;1;Tecnologia;2015;6;4;04/06/2015;1;875;377;33592779;-7619157
167;2;Benito de Paula;1;Claudio Silva;1;Salvador;5;Computador;4;IBM;5;Informática;2;papelaria/cosmético;2015;1;27;27/01/2015;1;2125.99;359;17375278;78474444
168;1;João do Pulo;1;Claudio Silva;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;1;Tecnologia;2015;9;12;12/09/2015;2;1075;1429;7387778;3896389
169;6;Reginaldo Rossi;6;Rodrigo Machado;4;Bagdá;13;Estojo;7;TILIBRA;6;Papelaria;4;Casa e Decoração;2015;11;22;22/11/2015;2;3.2;1194;1293056;103855833
170;1;João do Pulo;3;Issac Palmeiras;3;Roma;22;Mesa;14;DA CASA;4;Eletrodomestico;2;papelaria/cosmético;2015;5;19;19/05/2015;1;1600;768;39911652;32840305
171;4;Tom Jobim;11;Filipe Almeida;2;NY;9;Celular  8GB;8;FABER CASTELL;1;Informática;2;papelaria/cosmético;2015;4;3;03/04/2015;3;12.25;268;41792222;123432778
172;6;Reginaldo Rossi;12;Marilia Cardoso;2;NY;2;Mouse;2;MICROSOFT;1;Informática;1;Tecnologia;2015;10;26;26/10/2015;2;25.9;1091;24653664;4671522
173;5;Edson Arantes;9;Diego Santos;5;Budapeste;19;Fogão;13;BRASTEMP;1;Eletrodomestico;3;Eletro Eletrônico;2014;12;11;11/12/2014;1;1500;1113;1075;106666667
174;1;João do Pulo;9;Diego Santos;4;Bagdá;19;Fogão;13;BRASTEMP;2;Eletrodomestico;3;Eletro Eletrônico;2014;7;27;27/07/2014;3;1500;1253;-33925839;18423218
175;3;Renato Russo;11;Filipe Almeida;4;Bagdá;1;TV;3;DELL;4;Eletrodomestico;4;Casa e Decoração;2014;2;10;10/02/2014;1;25.15;1478;52516667;134
176;6;Reginaldo Rossi;2;Márcio Barroso;4;Bagdá;13;Estojo;7;TILIBRA;4;Papelaria;2;papelaria/cosmético;2014;12;10;10/12/2014;2;3.2;1394;455;-73583333
177;1;João do Pulo;11;Filipe Almeida;1;Salvador;16;Perfume;11;PHILIPS;4;cosmético;3;Eletro Eletrônico;2014;3;25;25/03/2014;3;135;884;4575;12665
178;5;Edson Arantes;2;Márcio Barroso;4;Bagdá;18;Xbox ;12;ELETROLUX;3;Informática;3;Eletro Eletrônico;2014;2;9;09/02/2014;2;850;718;23116667;11325
179;1;João do Pulo;7;João Oliveira;3;Roma;23;Sofá;14;DA CASA;2;Eletrodomestico;2;papelaria/cosmético;2015;10;20;20/10/2015;1;300;883;-29857896;31029198
180;6;Reginaldo Rossi;5;Maria Braga;1;Salvador;9;Celular  8GB;8;FABER CASTELL;6;Informática;1;Tecnologia;2015;4;22;22/04/2015;3;12.25;426;40408566;-369222
181;1;João do Pulo;7;João Oliveira;4;Bagdá;7;Celular 4Gb;5;SAMSUNG;1;Informática;1;Tecnologia;2015;7;26;26/07/2015;2;52.9;241;32061667;118777778
182;6;Reginaldo Rossi;5;Maria Braga;2;NY;20;Geladeira;12;ELETROLUX;3;Eletrodomestico;1;Tecnologia;2015;11;17;17/11/2015;3;350;761;34516667;69183333
183;5;Edson Arantes;4;Daniela Matos;5;Budapeste;18;Xbox ;12;ELETROLUX;2;Informática;2;papelaria/cosmético;2015;4;16;16/04/2015;2;850;633;18533333;73866667
184;4;Tom Jobim;2;Márcio Barroso;2;NY;10;Papel A4;8;FABER CASTELL;1;Papelaria;4;Casa e Decoração;2014;3;20;20/03/2014;1;2.15;137;20966667;729
185;4;Tom Jobim;8;Márcia Brito;4;Bagdá;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;2;papelaria/cosmético;2015;4;21;21/04/2015;1;1075;1171;4185;-8765
186;3;Renato Russo;8;Márcia Brito;3;Roma;4;Monitor;4;IBM;2;Informática;1;Tecnologia;2015;1;3;03/01/2015;3;1300;1011;26466667;8035
187;5;Edson Arantes;4;Daniela Matos;1;Salvador;4;Monitor;4;IBM;3;Informática;3;Eletro Eletrônico;2014;7;13;13/07/2014;3;1300;1390;15636111;32437222
188;1;João do Pulo;1;Claudio Silva;4;Bagdá;1;TV;3;DELL;6;Eletrodomestico;4;Casa e Decoração;2014;8;22;22/08/2014;3;25.15;401;-8836804;13233174
189;6;Reginaldo Rossi;11;Filipe Almeida;1;Salvador;18;Xbox ;12;ELETROLUX;1;Informática;4;Casa e Decoração;2015;8;17;17/08/2015;3;850;904;9024325;38749226
190;3;Renato Russo;8;Márcia Brito;1;Salvador;4;Monitor;4;IBM;5;Informática;2;papelaria/cosmético;2015;7;19;19/07/2015;2;1300;879;-1283333;36816667
191;3;Renato Russo;11;Filipe Almeida;3;Roma;20;Geladeira;12;ELETROLUX;5;Eletrodomestico;1;Tecnologia;2015;6;14;14/06/2015;1;350;1398;37726944;112470833
192;1;João do Pulo;5;Maria Braga;5;Budapeste;11;Caneta ;8;FABER CASTELL;5;Papelaria;3;Eletro Eletrônico;2015;1;5;05/01/2015;2;0.5;1236;26916667;75816667
193;6;Reginaldo Rossi;1;Claudio Silva;5;Budapeste;5;Computador;4;IBM;3;Informática;1;Tecnologia;2014;7;21;21/07/2014;2;2125.99;1083;-12983333;-38516667
194;1;João do Pulo;3;Issac Palmeiras;5;Budapeste;12;Borracha;7;TILIBRA;6;Papelaria;4;Casa e Decoração;2014;4;1;01/04/2014;2;5.3;62;14670833;-17438056
195;2;Benito de Paula;6;Rodrigo Machado;1;Salvador;9;Celular  8GB;8;FABER CASTELL;6;Informática;2;papelaria/cosmético;2015;10;2;02/10/2015;1;12.25;875;-68;39283333
196;3;Renato Russo;11;Filipe Almeida;4;Bagdá;16;Perfume;11;PHILIPS;2;cosmético;4;Casa e Decoração;2015;6;28;28/06/2015;1;135;1250;419;12483333
197;6;Reginaldo Rossi;4;Daniela Matos;5;Budapeste;6;Notebook ;5;SAMSUNG;3;Informática;4;Casa e Decoração;2015;4;17;17/04/2015;3;550;83;2066667;45366667
198;3;Renato Russo;5;Maria Braga;3;Roma;11;Caneta ;8;FABER CASTELL;5;Papelaria;4;Casa e Decoração;2015;9;5;05/09/2015;1;0.5;272;21516944;39219167
199;5;Edson Arantes;10;Danilo Barreto;4;Bagdá;13;Estojo;7;TILIBRA;4;Papelaria;2;papelaria/cosmético;2014;3;16;16/03/2014;1;3.2;169;4388;125322778
200;1;João do Pulo;10;Danilo Barreto;4;Bagdá;9;Celular  8GB;8;FABER CASTELL;4;Informática;2;papelaria/cosmético;2015;12;17;17/12/2015;2;12.25;1392;25039167;121525
201;5;Edson Arantes;8;Márcia Brito;3;Roma;4;Monitor;4;IBM;2;Informática;2;papelaria/cosmético;2014;1;21;21/01/2014;3;1300;1093;50433333;30516667
202;3;Renato Russo;10;Danilo Barreto;2;NY;23;Sofá;14;DA CASA;1;Eletrodomestico;4;Casa e Decoração;2015;12;6;06/12/2015;1;300;1343;31416667;73083333
203;3;Renato Russo;10;Danilo Barreto;4;Bagdá;12;Borracha;7;TILIBRA;4;Papelaria;3;Eletro Eletrônico;2015;11;18;18/11/2015;3;5.3;1238;38412726;27138376
204;2;Benito de Paula;6;Rodrigo Machado;3;Roma;23;Sofá;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2014;12;9;09/12/2014;1;300;1157;2685;80916667
205;4;Tom Jobim;10;Danilo Barreto;1;Salvador;20;Geladeira;12;ELETROLUX;5;Eletrodomestico;4;Casa e Decoração;2014;12;21;21/12/2014;2;350;867;30008611;31212222
206;3;Renato Russo;8;Márcia Brito;4;Bagdá;10;Papel A4;8;FABER CASTELL;4;Papelaria;2;papelaria/cosmético;2015;5;3;03/05/2015;1;2.15;1338;-3316667;-41416667
207;3;Renato Russo;6;Rodrigo Machado;4;Bagdá;17;Aparalho de Barbear Elétrico;2;MICROSOFT;4;Eletrodomestico;2;papelaria/cosmético;2015;10;24;24/10/2015;3;1075;766;3437222;-765225
208;5;Edson Arantes;12;Marilia Cardoso;1;Salvador;2;Mouse;2;MICROSOFT;6;Informática;2;papelaria/cosmético;2014;12;13;13/12/2014;1;25.9;219;-7249167;112750833
209;5;Edson Arantes;1;Claudio Silva;1;Salvador;22;Mesa;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2014;5;27;27/05/2014;2;1600;363;-19916667;-43933333
210;1;João do Pulo;5;Maria Braga;3;Roma;11;Caneta ;8;FABER CASTELL;3;Papelaria;3;Eletro Eletrônico;2014;8;9;09/08/2014;3;0.5;4;36297;596062
211;1;João do Pulo;7;João Oliveira;1;Salvador;11;Caneta ;8;FABER CASTELL;4;Papelaria;2;papelaria/cosmético;2014;2;1;01/02/2014;1;0.5;1283;2115;791
212;6;Reginaldo Rossi;1;Claudio Silva;5;Budapeste;3;Teclado;1;APPLE;6;Informática;4;Casa e Decoração;2015;6;16;16/06/2015;2;342.09;510;-17817778;31044722
213;3;Renato Russo;1;Claudio Silva;3;Roma;10;Papel A4;8;FABER CASTELL;1;Papelaria;1;Tecnologia;2014;11;22;22/11/2014;3;2.15;4;-15783333;-47916667
214;3;Renato Russo;4;Daniela Matos;2;NY;2;Mouse;2;MICROSOFT;3;Informática;1;Tecnologia;2014;2;17;17/02/2014;1;25.9;187;18466667;-699
215;3;Renato Russo;3;Issac Palmeiras;1;Salvador;21;microondas;14;DA CASA;2;Eletrodomestico;3;Eletro Eletrônico;2014;9;21;21/09/2014;1;2100;79;35180198;136906739
216;2;Benito de Paula;8;Márcia Brito;5;Budapeste;21;microondas;14;DA CASA;5;Eletrodomestico;4;Casa e Decoração;2015;5;16;16/05/2015;2;2100;1037;36202778;37158611
217;3;Renato Russo;2;Márcio Barroso;4;Bagdá;21;microondas;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2014;11;24;24/11/2014;1;2100;132;48866667;2333333
218;5;Edson Arantes;3;Issac Palmeiras;3;Roma;13;Estojo;7;TILIBRA;4;Papelaria;4;Casa e Decoração;2014;9;28;28/09/2014;2;3.2;713;36668333;116997222
219;4;Tom Jobim;1;Claudio Silva;3;Roma;18;Xbox ;12;ELETROLUX;3;Informática;3;Eletro Eletrônico;2014;2;4;04/02/2014;1;850;527;373325;114701389
220;1;João do Pulo;11;Filipe Almeida;5;Budapeste;18;Xbox ;12;ELETROLUX;1;Informática;3;Eletro Eletrônico;2015;6;23;23/06/2015;1;850;968;38912222;121602222
221;5;Edson Arantes;9;Diego Santos;1;Salvador;20;Geladeira;12;ELETROLUX;6;Eletrodomestico;3;Eletro Eletrônico;2015;12;23;23/12/2015;2;350;155;29763056;-95363056
222;4;Tom Jobim;11;Filipe Almeida;2;NY;8;Telefone Sem Fio;5;SAMSUNG;4;Eletrodomestico;2;papelaria/cosmético;2014;2;15;15/02/2014;3;875;30;-26205171;28049815
223;4;Tom Jobim;8;Márcia Brito;2;NY;4;Monitor;4;IBM;4;Informática;2;papelaria/cosmético;2014;6;3;03/06/2014;2;1300;1463;625184;-75563591
224;2;Benito de Paula;1;Claudio Silva;4;Bagdá;13;Estojo;7;TILIBRA;5;Papelaria;1;Tecnologia;2014;2;6;06/02/2014;2;3.2;1231;36763056;3050556
225;6;Reginaldo Rossi;11;Filipe Almeida;1;Salvador;18;Xbox ;12;ELETROLUX;6;Informática;3;Eletro Eletrônico;2014;6;19;19/06/2014;2;850;1077;41316667;6925
226;4;Tom Jobim;5;Maria Braga;3;Roma;6;Notebook ;5;SAMSUNG;6;Informática;4;Casa e Decoração;2015;1;10;10/01/2015;1;550;922;15588056;32534167
227;4;Tom Jobim;10;Danilo Barreto;3;Roma;15;Baton;10;BOTICARIO;3;cosmético;3;Eletro Eletrônico;2015;2;13;13/02/2015;3;98.5;779;555;-216667
228;1;João do Pulo;12;Marilia Cardoso;5;Budapeste;10;Papel A4;8;FABER CASTELL;3;Papelaria;4;Casa e Decoração;2014;4;27;27/04/2014;3;2.15;1401;-2166667;-799
229;4;Tom Jobim;12;Marilia Cardoso;5;Budapeste;5;Computador;4;IBM;3;Informática;3;Eletro Eletrônico;2014;3;7;07/03/2014;2;2125.99;381;10631667;-71640556
230;4;Tom Jobim;10;Danilo Barreto;3;Roma;22;Mesa;14;DA CASA;3;Eletrodomestico;2;papelaria/cosmético;2014;6;12;12/06/2014;1;1600;34;34013784;-6844268
231;1;João do Pulo;1;Claudio Silva;2;NY;3;Teclado;1;APPLE;1;Informática;4;Casa e Decoração;2015;11;4;04/11/2015;3;342.09;1483;43850833;126560278
232;5;Edson Arantes;5;Maria Braga;1;Salvador;11;Caneta ;8;FABER CASTELL;5;Papelaria;4;Casa e Decoração;2015;9;13;13/09/2015;3;0.5;1057;3029365;120161419
233;5;Edson Arantes;8;Márcia Brito;3;Roma;3;Teclado;1;APPLE;6;Informática;1;Tecnologia;2015;7;22;22/07/2015;1;342.09;240;44433333;261
234;6;Reginaldo Rossi;1;Claudio Silva;4;Bagdá;7;Celular 4Gb;5;SAMSUNG;3;Informática;1;Tecnologia;2015;3;20;20/03/2015;1;52.9;837;2855;115933333
235;5;Edson Arantes;2;Márcio Barroso;4;Bagdá;13;Estojo;7;TILIBRA;5;Papelaria;4;Casa e Decoração;2015;1;28;28/01/2015;3;3.2;1346;9509167;-13712222
236;5;Edson Arantes;8;Márcia Brito;5;Budapeste;6;Notebook ;5;SAMSUNG;4;Informática;2;papelaria/cosmético;2014;3;15;15/03/2014;2;550;75;-2747101;153024292
237;6;Reginaldo Rossi;1;Claudio Silva;5;Budapeste;4;Monitor;4;IBM;5;Informática;3;Eletro Eletrônico;2015;7;2;02/07/2015;3;1300;1345;4925;-123133333
238;2;Benito de Paula;11;Filipe Almeida;4;Bagdá;8;Telefone Sem Fio;5;SAMSUNG;3;Eletrodomestico;4;Casa e Decoração;2015;12;9;09/12/2015;1;875;637;22716667;75833333
239;6;Reginaldo Rossi;3;Issac Palmeiras;1;Salvador;21;microondas;14;DA CASA;6;Eletrodomestico;1;Tecnologia;2015;5;10;10/05/2015;2;2100;67;105;-66916667
240;4;Tom Jobim;9;Diego Santos;3;Roma;13;Estojo;7;TILIBRA;3;Papelaria;1;Tecnologia;2015;5;9;09/05/2015;2;3.2;1478;19601111;-990525
241;2;Benito de Paula;3;Issac Palmeiras;4;Bagdá;13;Estojo;7;TILIBRA;3;Papelaria;1;Tecnologia;2015;7;4;04/07/2015;1;3.2;40;35685;139751389
242;2;Benito de Paula;10;Danilo Barreto;2;NY;6;Notebook ;5;SAMSUNG;3;Informática;1;Tecnologia;2015;6;13;13/06/2015;2;550;1461;31045556;121399722
243;1;João do Pulo;8;Márcia Brito;2;NY;23;Sofá;14;DA CASA;1;Eletrodomestico;4;Casa e Decoração;2015;12;16;16/12/2015;3;300;557;18975;72825833
244;4;Tom Jobim;7;João Oliveira;3;Roma;1;TV;3;DELL;2;Eletrodomestico;4;Casa e Decoração;2014;7;4;04/07/2014;1;25.15;209;249056;670822
245;6;Reginaldo Rossi;11;Filipe Almeida;4;Bagdá;16;Perfume;11;PHILIPS;3;cosmético;2;papelaria/cosmético;2014;5;27;27/05/2014;2;135;1209;28666667;77216667
246;3;Renato Russo;6;Rodrigo Machado;2;NY;17;Aparalho de Barbear Elétrico;2;MICROSOFT;3;Eletrodomestico;2;papelaria/cosmético;2014;7;9;09/07/2014;-1;1075;350;286;772
247;2;Benito de Paula;12;Marilia Cardoso;1;Salvador;18;Xbox ;12;ELETROLUX;2;Informática;2;papelaria/cosmético;2015;6;26;26/06/2015;2;850;37;146042;1209822
248;3;Renato Russo;10;Danilo Barreto;5;Budapeste;22;Mesa;14;DA CASA;3;Eletrodomestico;2;papelaria/cosmético;2015;12;8;08/12/2015;1;1600;806;55752222;37615556
249;5;Edson Arantes;5;Maria Braga;1;Salvador;5;Computador;4;IBM;5;Informática;2;papelaria/cosmético;2014;9;20;20/09/2014;3;2125.99;364;375985;1269783
250;6;Reginaldo Rossi;11;Filipe Almeida;5;Budapeste;10;Papel A4;8;FABER CASTELL;6;Papelaria;1;Tecnologia;2014;12;25;25/12/2014;1;2.15;157;-23473293;-46665803
251;3;Renato Russo;8;Márcia Brito;5;Budapeste;12;Borracha;7;TILIBRA;2;Papelaria;1;Tecnologia;2014;12;20;20/12/2014;1;5.3;209;41018611;28964722
252;4;Tom Jobim;5;Maria Braga;3;Roma;22;Mesa;14;DA CASA;2;Eletrodomestico;4;Casa e Decoração;2015;2;21;21/02/2015;1;1600;277;6453056;3395833
253;1;João do Pulo;4;Daniela Matos;1;Salvador;6;Notebook ;5;SAMSUNG;4;Informática;2;papelaria/cosmético;2014;8;22;22/08/2014;2;550;875;19434167;-99138611
254;4;Tom Jobim;3;Issac Palmeiras;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;3;Informática;1;Tecnologia;2014;1;24;24/01/2014;3;52.9;373;-6174444;106829444
255;6;Reginaldo Rossi;6;Rodrigo Machado;3;Roma;16;Perfume;11;PHILIPS;4;cosmético;4;Casa e Decoração;2014;8;9;09/08/2014;2;135;39;40714167;-74006389
256;6;Reginaldo Rossi;11;Filipe Almeida;2;NY;14;Classificador;9;AVON;3;Papelaria;2;papelaria/cosmético;2015;3;8;08/03/2015;3;25;1292;-43;153
257;6;Reginaldo Rossi;7;João Oliveira;1;Salvador;6;Notebook ;5;SAMSUNG;5;Informática;4;Casa e Decoração;2015;4;8;08/04/2015;3;550;595;3005;3125
258;2;Benito de Paula;9;Diego Santos;2;NY;21;microondas;14;DA CASA;5;Eletrodomestico;3;Eletro Eletrônico;2015;5;2;02/05/2015;3;2100;168;-1205;-7705
259;5;Edson Arantes;1;Claudio Silva;3;Roma;3;Teclado;1;APPLE;5;Informática;1;Tecnologia;2014;6;8;08/06/2014;2;342.09;387;39928889;116388333
260;1;João do Pulo;12;Marilia Cardoso;4;Bagdá;6;Notebook ;5;SAMSUNG;3;Informática;2;papelaria/cosmético;2015;3;19;19/03/2015;1;550;708;51514125;-93689
261;2;Benito de Paula;8;Márcia Brito;4;Bagdá;19;Fogão;13;BRASTEMP;3;Eletrodomestico;1;Tecnologia;2015;1;22;22/01/2015;2;1500;139;4649178;-74062827
262;5;Edson Arantes;8;Márcia Brito;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;5;Eletrodomestico;3;Eletro Eletrônico;2014;9;28;28/09/2014;2;1075;155;23723056;90408611
263;3;Renato Russo;6;Rodrigo Machado;3;Roma;21;microondas;14;DA CASA;6;Eletrodomestico;3;Eletro Eletrônico;2015;8;11;11/08/2015;1;2100;1321;31549722;74343611
264;6;Reginaldo Rossi;2;Márcio Barroso;4;Bagdá;20;Geladeira;12;ELETROLUX;4;Eletrodomestico;2;papelaria/cosmético;2014;11;13;13/11/2014;1;350;289;-229;-43233333
265;2;Benito de Paula;8;Márcia Brito;1;Salvador;1;TV;3;DELL;5;Eletrodomestico;1;Tecnologia;2014;11;2;02/11/2014;3;25.15;1434;33338611;44393889
266;2;Benito de Paula;4;Daniela Matos;4;Bagdá;15;Baton;10;BOTICARIO;5;cosmético;3;Eletro Eletrônico;2014;10;17;17/10/2014;3;98.5;1035;13753979;100501444
267;1;João do Pulo;9;Diego Santos;5;Budapeste;22;Mesa;14;DA CASA;3;Eletrodomestico;3;Eletro Eletrônico;2014;8;13;13/08/2014;1;1600;1308;12983333;77583333
268;4;Tom Jobim;8;Márcia Brito;2;NY;6;Notebook ;5;SAMSUNG;2;Informática;3;Eletro Eletrônico;2014;3;21;21/03/2014;2;550;337;-3345;-70666667
269;3;Renato Russo;6;Rodrigo Machado;4;Bagdá;14;Classificador;9;AVON;4;Papelaria;2;papelaria/cosmético;2014;7;2;02/07/2014;1;25;444;22569722;88369722
270;3;Renato Russo;11;Filipe Almeida;4;Bagdá;13;Estojo;7;TILIBRA;4;Papelaria;2;papelaria/cosmético;2015;8;5;05/08/2015;2;3.2;296;43666667;-79416667
271;5;Edson Arantes;3;Issac Palmeiras;4;Bagdá;9;Celular  8GB;8;FABER CASTELL;2;Informática;1;Tecnologia;2014;11;5;05/11/2014;2;12.25;427;16783333;96166667
272;1;João do Pulo;7;João Oliveira;5;Budapeste;9;Celular  8GB;8;FABER CASTELL;2;Informática;3;Eletro Eletrônico;2015;7;3;03/07/2015;2;12.25;90;-33861481;151205475
273;3;Renato Russo;6;Rodrigo Machado;3;Roma;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;4;Casa e Decoração;2014;3;3;03/03/2014;1;875;7;13083333;80283333
274;2;Benito de Paula;1;Claudio Silva;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;1;Informática;4;Casa e Decoração;2014;3;13;13/03/2014;2;52.9;792;30580125;114273405
275;1;João do Pulo;8;Márcia Brito;2;NY;12;Borracha;7;TILIBRA;5;Papelaria;1;Tecnologia;2015;2;3;03/02/2015;3;5.3;1034;59894444;30264167
276;4;Tom Jobim;2;Márcio Barroso;5;Budapeste;15;Baton;10;BOTICARIO;4;cosmético;3;Eletro Eletrônico;2015;3;21;21/03/2015;2;98.5;1200;29562778;106552778
277;2;Benito de Paula;9;Diego Santos;3;Roma;9;Celular  8GB;8;FABER CASTELL;2;Informática;4;Casa e Decoração;2015;1;20;20/01/2015;3;12.25;1355;34258333;108928611
278;5;Edson Arantes;7;João Oliveira;4;Bagdá;20;Geladeira;12;ELETROLUX;4;Eletrodomestico;4;Casa e Decoração;2014;3;20;20/03/2014;1;350;102;30666667;104066667
279;4;Tom Jobim;4;Daniela Matos;4;Bagdá;4;Monitor;4;IBM;4;Informática;3;Eletro Eletrônico;2015;11;22;22/11/2015;3;1300;798;34052222;-118242778
280;4;Tom Jobim;7;João Oliveira;1;Salvador;12;Borracha;7;TILIBRA;4;Papelaria;4;Casa e Decoração;2014;11;26;26/11/2014;2;5.3;1197;31198056;29919167
281;6;Reginaldo Rossi;7;João Oliveira;3;Roma;15;Baton;10;BOTICARIO;5;cosmético;2;papelaria/cosmético;2015;6;20;20/06/2015;1;98.5;192;39142222;117176667
282;6;Reginaldo Rossi;6;Rodrigo Machado;4;Bagdá;21;microondas;14;DA CASA;3;Eletrodomestico;2;papelaria/cosmético;2014;12;7;07/12/2014;2;2100;1286;-37813938;144963425
283;5;Edson Arantes;10;Danilo Barreto;2;NY;6;Notebook ;5;SAMSUNG;2;Informática;1;Tecnologia;2014;9;22;22/09/2014;3;550;1332;23033333;72616667
284;4;Tom Jobim;1;Claudio Silva;3;Roma;3;Teclado;1;APPLE;5;Informática;4;Casa e Decoração;2015;9;3;03/09/2015;1;342.09;1201;5309657;-4012656
285;3;Renato Russo;1;Claudio Silva;5;Budapeste;16;Perfume;11;PHILIPS;1;cosmético;3;Eletro Eletrônico;2015;10;12;12/10/2015;1;135;1463;11994354;8513807
286;5;Edson Arantes;7;João Oliveira;4;Bagdá;12;Borracha;7;TILIBRA;3;Papelaria;4;Casa e Decoração;2014;11;23;23/11/2014;2;5.3;469;33592779;-7619157
287;5;Edson Arantes;1;Claudio Silva;5;Budapeste;10;Papel A4;8;FABER CASTELL;2;Papelaria;1;Tecnologia;2015;4;28;28/04/2015;3;2.15;417;17375278;78474444
288;2;Benito de Paula;1;Claudio Silva;1;Salvador;15;Baton;10;BOTICARIO;4;cosmético;3;Eletro Eletrônico;2015;6;23;23/06/2015;2;98.5;1028;7387778;3896389
